http://dbpedia.org/resource/Barack_Obama	http://dbpedia.org/resource/Politician	7
http://dbpedia.org/resource/Barack_Obama	http://dbpedia.org/resource/Lawyer	0
http://dbpedia.org/resource/Barack_Obama	http://dbpedia.org/resource/Law_professor	1
http://dbpedia.org/resource/Barack_Obama	http://dbpedia.org/resource/Author	0
http://dbpedia.org/resource/William_Shakespeare	http://dbpedia.org/resource/Poet	7
http://dbpedia.org/resource/William_Shakespeare	http://dbpedia.org/resource/Playwright	7
http://dbpedia.org/resource/William_Shakespeare	http://dbpedia.org/resource/Lyricist	3
http://dbpedia.org/resource/William_Shakespeare	http://dbpedia.org/resource/Author	3
http://dbpedia.org/resource/George_W._Bush	http://dbpedia.org/resource/Public_speaker	1
http://dbpedia.org/resource/George_W._Bush	http://dbpedia.org/resource/Politician	7
http://dbpedia.org/resource/George_W._Bush	http://dbpedia.org/resource/Pilot	1
http://dbpedia.org/resource/George_W._Bush	http://dbpedia.org/resource/Businessperson	3
http://dbpedia.org/resource/George_W._Bush	http://dbpedia.org/resource/Author	1
http://dbpedia.org/resource/Napoleon	http://dbpedia.org/resource/Politician	7
http://dbpedia.org/resource/Napoleon	http://dbpedia.org/resource/Military_Officer	7
http://dbpedia.org/resource/Carl_Linnaeus	http://dbpedia.org/resource/Physician	6
http://dbpedia.org/resource/Carl_Linnaeus	http://dbpedia.org/resource/Botanist	7
http://dbpedia.org/resource/Carl_Linnaeus	http://dbpedia.org/resource/Biologist	5
http://dbpedia.org/resource/Bill_Clinton	http://dbpedia.org/resource/Teacher	0
http://dbpedia.org/resource/Bill_Clinton	http://dbpedia.org/resource/Statesman	6
http://dbpedia.org/resource/Bill_Clinton	http://dbpedia.org/resource/Lawyer	1
http://dbpedia.org/resource/Bill_Clinton	http://dbpedia.org/resource/Author	0
http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart	http://dbpedia.org/resource/Violist	2
http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart	http://dbpedia.org/resource/Violinist	2
http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart	http://dbpedia.org/resource/Pianist	5
http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart	http://dbpedia.org/resource/Composer	7
http://dbpedia.org/resource/Johann_Sebastian_Bach	http://dbpedia.org/resource/Violist	1
http://dbpedia.org/resource/Johann_Sebastian_Bach	http://dbpedia.org/resource/Violinist	1
http://dbpedia.org/resource/Johann_Sebastian_Bach	http://dbpedia.org/resource/Teacher	1
http://dbpedia.org/resource/Johann_Sebastian_Bach	http://dbpedia.org/resource/Organist	1
http://dbpedia.org/resource/Johann_Sebastian_Bach	http://dbpedia.org/resource/Harpsichordist	1
