http://dbpedia.org/resource/Adeyto	http://dbpedia.org/resource/France	7
http://dbpedia.org/resource/Adeyto	http://dbpedia.org/resource/Germany	1
http://dbpedia.org/resource/Alami_Ahannach	http://dbpedia.org/resource/Morocco	7
http://dbpedia.org/resource/Alami_Ahannach	http://dbpedia.org/resource/Netherlands	6
http://dbpedia.org/resource/Alanis_Morissette	http://dbpedia.org/resource/Canada	7
http://dbpedia.org/resource/Alanis_Morissette	http://dbpedia.org/resource/United_States_of_America	7
http://dbpedia.org/resource/Albert_Einstein	http://dbpedia.org/resource/Germany	7
http://dbpedia.org/resource/Albert_Einstein	http://dbpedia.org/resource/Switzerland	4
http://dbpedia.org/resource/Albert_Einstein	http://dbpedia.org/resource/United_States_of_America	4
http://dbpedia.org/resource/Alexander_G._Fraser	http://dbpedia.org/resource/United_Kingdom	7
http://dbpedia.org/resource/Alexander_G._Fraser	http://dbpedia.org/resource/United_States_of_America	4
http://dbpedia.org/resource/Al_Ferguson	http://dbpedia.org/resource/Republic_of_Ireland	6
http://dbpedia.org/resource/Al_Ferguson	http://dbpedia.org/resource/United_States_of_America	4
http://dbpedia.org/resource/Alfred_Hitchcock	http://dbpedia.org/resource/United_Kingdom	7
http://dbpedia.org/resource/Alfred_Hitchcock	http://dbpedia.org/resource/United_States_of_America	6
http://dbpedia.org/resource/Amanda_Lear	http://dbpedia.org/resource/France	7
http://dbpedia.org/resource/Amanda_Lear	http://dbpedia.org/resource/United_Kingdom	2
http://dbpedia.org/resource/Amina_Figarova	http://dbpedia.org/resource/Azerbaijan	7
http://dbpedia.org/resource/Amina_Figarova	http://dbpedia.org/resource/Netherlands	0
http://dbpedia.org/resource/Anggun	http://dbpedia.org/resource/France	7
http://dbpedia.org/resource/Anggun	http://dbpedia.org/resource/Indonesia	7
http://dbpedia.org/resource/Anna_Foerster	http://dbpedia.org/resource/Germany	7
http://dbpedia.org/resource/Anna_Foerster	http://dbpedia.org/resource/United_States_of_America	6
http://dbpedia.org/resource/Anthony_Hopkins	http://dbpedia.org/resource/United_Kingdom	7
http://dbpedia.org/resource/Anthony_Hopkins	http://dbpedia.org/resource/United_States_of_America	5
http://dbpedia.org/resource/Arash_Amel	http://dbpedia.org/resource/Iran	0
http://dbpedia.org/resource/Arash_Amel	http://dbpedia.org/resource/United_Kingdom	7
http://dbpedia.org/resource/Arman	http://dbpedia.org/resource/France	7
http://dbpedia.org/resource/Arman	http://dbpedia.org/resource/United_States_of_America	5
http://dbpedia.org/resource/Assala_Nasri	http://dbpedia.org/resource/Bahrain	4
http://dbpedia.org/resource/Assala_Nasri	http://dbpedia.org/resource/Syria	7
http://dbpedia.org/resource/Basil_Rathbone	http://dbpedia.org/resource/South_Africa	3
http://dbpedia.org/resource/Basil_Rathbone	http://dbpedia.org/resource/United_Kingdom	7
http://dbpedia.org/resource/Bobby_Fischer	http://dbpedia.org/resource/Germany	1
http://dbpedia.org/resource/Bobby_Fischer	http://dbpedia.org/resource/Iceland	5
http://dbpedia.org/resource/Bobby_Fischer	http://dbpedia.org/resource/United_States_of_America	6
http://dbpedia.org/resource/Boris_Johnson	http://dbpedia.org/resource/United_Kingdom	7
http://dbpedia.org/resource/Boris_Johnson	http://dbpedia.org/resource/United_States_of_America	3
http://dbpedia.org/resource/Cynthia_Rothrock	http://dbpedia.org/resource/Hong_Kong	0
http://dbpedia.org/resource/Cynthia_Rothrock	http://dbpedia.org/resource/United_States_of_America	7
http://dbpedia.org/resource/Dave_Lombardo	http://dbpedia.org/resource/Cuba	6
http://dbpedia.org/resource/Dave_Lombardo	http://dbpedia.org/resource/United_States_of_America	5
http://dbpedia.org/resource/David_Mumford	http://dbpedia.org/resource/United_Kingdom	5
http://dbpedia.org/resource/David_Mumford	http://dbpedia.org/resource/United_States_of_America	5
http://dbpedia.org/resource/Dick_Johnson_(glider_pilot)	http://dbpedia.org/resource/Canada	7
