false/domain/battle_1.ttl,0,0,10,?,?,0,0,0,0,0,0,0,0,1,false
false/domain/country_3.ttl,0,0,48,?,?,0,0,0,0,2,0,0,0.00133,1,false
false/domain/department_3.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/birth_place_6.ttl,0,0,241,?,?,0,0,0,0,2,0,0,0.145597,1,false
false/domain/writer_2.ttl,0,0,270836,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/department_9.ttl,0,0,13,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/starring_9.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/distributor_1.ttl,0,0,264,?,?,0,0,0,0,2,0,0,0.022631,1,false
false/domain/award_3.ttl,0,0,25,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/associated_musical_artist_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/location_7.ttl,0,0,3,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/alma_mater_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/computing_platform_0.ttl,1.891603,1.897207,226986,1.252427,0.727539,126.001077,81.338912,10.908076,0.845737,18,1,0.945801,0.521447,1,false
false/domain/nationality_6.ttl,0,0,104890,?,?,0,0,0,0,0,0,0,0,1,false
false/domain/battle_7.ttl,0,0,16,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/artist_7.ttl,0,0,383,0,0,0,0,0,0,0,0,0,0,0.5,false
false/domain/residence_1.ttl,0,0,5,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/former_team_7.ttl,0,0,21,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/writer_5.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/battle_9.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/successor_7.ttl,0,0,33,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/is_part_of_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/domain/computing_platform_1.ttl,0,0,19,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/product_8.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/alma_mater_5.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/starring_7.ttl,0,0,7,0,0,0,0,0,0,0,0,0,0,0.5,false
false/domain/music_composer_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/death_place_1.ttl,0,0,24,?,?,0,0,0,0,0,0,0,0,1,false
false/domain/genus_0.ttl,0,0,7,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/region_1.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/genus_1.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/region_8.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/city_0.ttl,0,0,7,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/starring_5.ttl,1.864538,1.864568,455067,0.629733,0.573704,97.338222,91.362355,12.952728,0.917383,25,0,0,0.936427,0.5,false
false/domain/starring_6.ttl,0,0,12,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/producer_0.ttl,0,0,224,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/region_2.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/team_3.ttl,0,0,3,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/branch_0.ttl,0,0,4,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/musical_band_1.ttl,0,0,379,?,?,0,0,0,0,0,0,0,0,1,false
false/domain/order_0.ttl,0,0,5,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/publisher_1.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/record_label_8.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/domain/publisher_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/language_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/publisher_4.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/region_5.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/musical_band_3.ttl,0,0,213062,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/alma_mater_3.ttl,0,0,6,?,?,0,0,0,0,0,0,0,0,1,false
false/domain/owner_2.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/team_9.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/musical_band_9.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/recorded_in_0.ttl,0,0,136669,0,0,0,0,0,0,0,0,0,0,1,false
false/domain/artist_1.ttl,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,false
false/domain/birth_place_2.ttl,0,0,440,0.389325,0.389325,64.355365,64.355365,6.653283,0.71278,5,0,0,0.739717,1,false
false/domain/associated_musical_artist_5.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
